routeId,geometryId,kind,routeKey,floor,image,card,sheet,cell,changed,pointsBefore,pointsAfter,turnsBefore,turnsAfter,routeLengthBefore,routeLengthAfter,clearanceBefore,clearanceAfter,redundantCollinearPointsAfter,lowAngleAlternationsAfter,visualReviewStatus,wallCrossing,unnecessaryBend,endpointIssue,reviewNotes
R00222,G0098,floorNav,外科门诊|||S3|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0098.jpg,all-route-sheets/sheet-007.jpg,2,false,4,4,1,1,45.019882,45.019882,20.375,20.375,0,0,pending,,,,
R00223,G0099,floorNav,外科门诊|||S4|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0099.jpg,all-route-sheets/sheet-007.jpg,3,true,7,5,0,0,27.659265,27.659265,20.378,20.378,0,1,pending,,,,
R00224,G0099,floorNav,外科门诊|||S4|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0099.jpg,all-route-sheets/sheet-007.jpg,3,true,7,5,0,0,27.659265,27.659265,20.378,20.378,0,1,pending,,,,
R00225,G0100,floorNav,外科门诊|||S5|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0100.jpg,all-route-sheets/sheet-007.jpg,4,true,7,5,0,0,28.427272,28.427272,20.591,20.591,0,0,pending,,,,
R00226,G0100,floorNav,外科门诊|||S5|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0100.jpg,all-route-sheets/sheet-007.jpg,4,true,7,5,0,0,28.427272,28.427272,20.591,20.591,0,0,pending,,,,
R00227,G0101,floorNav,外科门诊|||S6|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0101.jpg,all-route-sheets/sheet-007.jpg,5,true,16,5,0,0,36.68086,36.68086,21.0,21.0,0,2,pending,,,,
R00228,G0101,floorNav,外科门诊|||S6|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0101.jpg,all-route-sheets/sheet-007.jpg,5,true,16,5,0,0,36.68086,36.68086,21.0,21.0,0,2,pending,,,,
R00229,G0102,floorNav,多功能科|||S1|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0102.jpg,all-route-sheets/sheet-007.jpg,6,true,8,5,1,1,16.171146,16.171146,20.375,20.375,0,0,pending,,,,
R00230,G0102,floorNav,多功能科|||S1|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0102.jpg,all-route-sheets/sheet-007.jpg,6,true,8,5,1,1,16.171146,16.171146,20.375,20.375,0,0,pending,,,,
R00231,G0103,floorNav,多功能科|||S2|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0103.jpg,all-route-sheets/sheet-007.jpg,7,false,7,7,1,1,26.865879,26.865879,20.772,20.772,0,0,pending,,,,
R00232,G0103,floorNav,多功能科|||S2|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0103.jpg,all-route-sheets/sheet-007.jpg,7,false,7,7,1,1,26.865879,26.865879,20.772,20.772,0,0,pending,,,,
R00233,G0104,floorNav,多功能科|||S3|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0104.jpg,all-route-sheets/sheet-007.jpg,8,false,7,7,0,0,28.199647,28.199647,20.375,20.375,0,1,pending,,,,
R00234,G0104,floorNav,多功能科|||S3|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0104.jpg,all-route-sheets/sheet-007.jpg,8,false,7,7,0,0,28.199647,28.199647,20.375,20.375,0,1,pending,,,,
R00235,G0105,floorNav,多功能科|||S4|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0105.jpg,all-route-sheets/sheet-007.jpg,9,true,37,9,3,3,51.56718,51.56718,20.375,20.375,0,0,pending,,,,
R00236,G0105,floorNav,多功能科|||S4|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0105.jpg,all-route-sheets/sheet-007.jpg,9,true,37,9,3,3,51.56718,51.56718,20.375,20.375,0,0,pending,,,,
R00237,G0106,floorNav,多功能科|||S5|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0106.jpg,all-route-sheets/sheet-007.jpg,10,true,39,10,2,2,53.074474,53.074474,20.197,20.197,0,0,pending,,,,
R00238,G0106,floorNav,多功能科|||S5|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0106.jpg,all-route-sheets/sheet-007.jpg,10,true,39,10,2,2,53.074474,53.074474,20.197,20.197,0,0,pending,,,,
R00239,G0107,floorNav,多功能科|||S6|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0107.jpg,all-route-sheets/sheet-007.jpg,11,true,27,14,2,2,91.544581,91.544581,20.375,20.375,0,2,pending,,,,
R00240,G0107,floorNav,多功能科|||S6|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0107.jpg,all-route-sheets/sheet-007.jpg,11,true,27,14,2,2,91.544581,91.544581,20.375,20.375,0,2,pending,,,,
R00241,G0108,floorNav,妇科门诊|||S1|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0108.jpg,all-route-sheets/sheet-007.jpg,12,false,4,4,1,1,65.63983,65.63983,20.375,20.375,0,0,pending,,,,
R00242,G0108,floorNav,妇科门诊|||S1|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0108.jpg,all-route-sheets/sheet-007.jpg,12,false,4,4,1,1,65.63983,65.63983,20.375,20.375,0,0,pending,,,,
R00243,G0109,floorNav,妇科门诊|||S2|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0109.jpg,all-route-sheets/sheet-007.jpg,13,false,5,5,1,1,46.721582,46.721582,20.375,20.375,0,0,pending,,,,
R00244,G0109,floorNav,妇科门诊|||S2|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0109.jpg,all-route-sheets/sheet-007.jpg,13,false,5,5,1,1,46.721582,46.721582,20.375,20.375,0,0,pending,,,,
R00245,G0110,floorNav,妇科门诊|||S3|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0110.jpg,all-route-sheets/sheet-007.jpg,14,false,5,5,2,2,45.248759,45.248759,20.375,20.375,0,0,pending,,,,
R00246,G0110,floorNav,妇科门诊|||S3|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0110.jpg,all-route-sheets/sheet-007.jpg,14,false,5,5,2,2,45.248759,45.248759,20.375,20.375,0,0,pending,,,,
R00247,G0111,floorNav,妇科门诊|||S4|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0111.jpg,all-route-sheets/sheet-007.jpg,15,false,4,4,0,0,20.290814,20.290814,20.375,20.375,0,0,pending,,,,
R00248,G0111,floorNav,妇科门诊|||S4|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0111.jpg,all-route-sheets/sheet-007.jpg,15,false,4,4,0,0,20.290814,20.290814,20.375,20.375,0,0,pending,,,,
R00249,G0112,floorNav,妇科门诊|||S5|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0112.jpg,all-route-sheets/sheet-007.jpg,16,false,5,5,1,1,18.574112,18.574112,20.375,20.375,0,0,pending,,,,
R00250,G0112,floorNav,妇科门诊|||S5|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0112.jpg,all-route-sheets/sheet-007.jpg,16,false,5,5,1,1,18.574112,18.574112,20.375,20.375,0,0,pending,,,,
R00251,G0113,floorNav,妇科门诊|||S6|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0113.jpg,all-route-sheets/sheet-008.jpg,1,true,19,8,0,0,30.697604,30.697604,20.375,20.375,0,0,pending,,,,
R00252,G0113,floorNav,妇科门诊|||S6|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0113.jpg,all-route-sheets/sheet-008.jpg,1,true,19,8,0,0,30.697604,30.697604,20.375,20.375,0,0,pending,,,,
R00253,G0114,floorNav,急诊科办公区|||S1|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0114.jpg,all-route-sheets/sheet-008.jpg,2,false,5,5,1,1,27.446907,27.446907,21.0,21.0,0,0,pending,,,,
R00254,G0114,floorNav,急诊科办公区|||S1|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0114.jpg,all-route-sheets/sheet-008.jpg,2,false,5,5,1,1,27.446907,27.446907,21.0,21.0,0,0,pending,,,,
R00255,G0115,floorNav,急诊科办公区|||S2|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0115.jpg,all-route-sheets/sheet-008.jpg,3,false,2,2,0,0,2.280501,2.280501,21.0,21.0,0,0,pending,,,,
R00256,G0115,floorNav,急诊科办公区|||S2|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0115.jpg,all-route-sheets/sheet-008.jpg,3,false,2,2,0,0,2.280501,2.280501,21.0,21.0,0,0,pending,,,,
R00257,G0116,floorNav,急诊科办公区|||S3|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0116.jpg,all-route-sheets/sheet-008.jpg,4,false,2,2,0,0,2.29404,2.29404,21.0,21.0,0,0,pending,,,,
R00258,G0116,floorNav,急诊科办公区|||S3|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0116.jpg,all-route-sheets/sheet-008.jpg,4,false,2,2,0,0,2.29404,2.29404,21.0,21.0,0,0,pending,,,,
R00259,G0117,floorNav,急诊科办公区|||S4|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0117.jpg,all-route-sheets/sheet-008.jpg,5,true,32,11,2,2,33.315049,33.315049,20.375,20.375,0,1,pending,,,,
R00260,G0117,floorNav,急诊科办公区|||S4|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0117.jpg,all-route-sheets/sheet-008.jpg,5,true,32,11,2,2,33.315049,33.315049,20.375,20.375,0,1,pending,,,,
R00261,G0118,floorNav,急诊科办公区|||S5|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0118.jpg,all-route-sheets/sheet-008.jpg,6,true,29,9,2,2,34.768535,34.768535,20.772,20.772,0,1,pending,,,,
R00262,G0118,floorNav,急诊科办公区|||S5|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0118.jpg,all-route-sheets/sheet-008.jpg,6,true,29,9,2,2,34.768535,34.768535,20.772,20.772,0,1,pending,,,,
R00263,G0119,floorNav,急诊科办公区|||S6|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0119.jpg,all-route-sheets/sheet-008.jpg,7,true,20,16,1,1,73.316351,73.316351,20.375,20.375,0,1,pending,,,,
R00264,G0119,floorNav,急诊科办公区|||S6|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0119.jpg,all-route-sheets/sheet-008.jpg,7,true,20,16,1,1,73.316351,73.316351,20.375,20.375,0,1,pending,,,,
R00265,G0120,floorNav,检验科|||S1|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0120.jpg,all-route-sheets/sheet-008.jpg,8,false,5,5,1,1,25.655139,25.655139,20.375,20.375,0,0,pending,,,,
R00266,G0120,floorNav,检验科|||S1|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0120.jpg,all-route-sheets/sheet-008.jpg,8,false,5,5,1,1,25.655139,25.655139,20.375,20.375,0,0,pending,,,,
R00267,G0121,floorNav,检验科|||S2|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0121.jpg,all-route-sheets/sheet-008.jpg,9,false,2,2,0,0,2.710064,2.710064,21.0,21.0,0,0,pending,,,,
R00268,G0121,floorNav,检验科|||S2|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0121.jpg,all-route-sheets/sheet-008.jpg,9,false,2,2,0,0,2.710064,2.710064,21.0,21.0,0,0,pending,,,,
R00269,G0122,floorNav,检验科|||S3|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0122.jpg,all-route-sheets/sheet-008.jpg,10,false,2,2,0,0,1.669375,1.669375,21.0,21.0,0,0,pending,,,,
R00270,G0122,floorNav,检验科|||S3|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0122.jpg,all-route-sheets/sheet-008.jpg,10,false,2,2,0,0,1.669375,1.669375,21.0,21.0,0,0,pending,,,,
R00271,G0123,floorNav,检验科|||S4|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0123.jpg,all-route-sheets/sheet-008.jpg,11,true,32,11,2,2,31.021992,31.021992,20.375,20.375,0,1,pending,,,,
R00272,G0123,floorNav,检验科|||S4|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0123.jpg,all-route-sheets/sheet-008.jpg,11,true,32,11,2,2,31.021992,31.021992,20.375,20.375,0,1,pending,,,,
R00273,G0124,floorNav,检验科|||S5|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0124.jpg,all-route-sheets/sheet-008.jpg,12,true,29,9,2,2,32.475477,32.475477,21.0,21.0,0,1,pending,,,,
R00274,G0124,floorNav,检验科|||S5|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0124.jpg,all-route-sheets/sheet-008.jpg,12,true,29,9,2,2,32.475477,32.475477,21.0,21.0,0,1,pending,,,,
R00275,G0125,floorNav,检验科|||S6|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0125.jpg,all-route-sheets/sheet-008.jpg,13,true,19,15,1,1,71.008198,71.008198,20.375,20.375,0,2,pending,,,,
R00276,G0125,floorNav,检验科|||S6|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0125.jpg,all-route-sheets/sheet-008.jpg,13,true,19,15,1,1,71.008198,71.008198,20.375,20.375,0,2,pending,,,,
R00277,G0126,floorNav,计算机机房|||S1|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0126.jpg,all-route-sheets/sheet-008.jpg,14,false,6,6,1,1,26.142276,26.142276,20.772,20.772,0,0,pending,,,,
R00278,G0126,floorNav,计算机机房|||S1|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0126.jpg,all-route-sheets/sheet-008.jpg,14,false,6,6,1,1,26.142276,26.142276,20.772,20.772,0,0,pending,,,,
R00279,G0127,floorNav,计算机机房|||S2|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0127.jpg,all-route-sheets/sheet-008.jpg,15,false,2,2,0,0,1.962853,1.962853,21.0,21.0,0,0,pending,,,,
R00280,G0127,floorNav,计算机机房|||S2|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0127.jpg,all-route-sheets/sheet-008.jpg,15,false,2,2,0,0,1.962853,1.962853,21.0,21.0,0,0,pending,,,,
R00281,G0128,floorNav,计算机机房|||S3|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0128.jpg,all-route-sheets/sheet-008.jpg,16,false,2,2,0,0,1.901053,1.901053,21.0,21.0,0,0,pending,,,,
R00282,G0128,floorNav,计算机机房|||S3|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0128.jpg,all-route-sheets/sheet-008.jpg,16,false,2,2,0,0,1.901053,1.901053,21.0,21.0,0,0,pending,,,,
R00283,G0129,floorNav,计算机机房|||S4|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0129.jpg,all-route-sheets/sheet-009.jpg,1,true,31,10,2,2,31.986968,31.986968,20.375,20.375,0,1,pending,,,,
R00284,G0129,floorNav,计算机机房|||S4|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0129.jpg,all-route-sheets/sheet-009.jpg,1,true,31,10,2,2,31.986968,31.986968,20.375,20.375,0,1,pending,,,,
R00285,G0130,floorNav,计算机机房|||S5|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0130.jpg,all-route-sheets/sheet-009.jpg,2,true,28,8,2,2,33.440453,33.440453,20.772,20.772,0,1,pending,,,,
R00286,G0130,floorNav,计算机机房|||S5|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0130.jpg,all-route-sheets/sheet-009.jpg,2,true,28,8,2,2,33.440453,33.440453,20.772,20.772,0,1,pending,,,,
R00287,G0131,floorNav,计算机机房|||S6|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0131.jpg,all-route-sheets/sheet-009.jpg,3,true,19,15,1,1,71.988269,71.988269,20.375,20.375,0,1,pending,,,,
R00288,G0131,floorNav,计算机机房|||S6|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0131.jpg,all-route-sheets/sheet-009.jpg,3,true,19,15,1,1,71.988269,71.988269,20.375,20.375,0,1,pending,,,,
R00289,G0132,floorNav,超声医学科|||S1|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0132.jpg,all-route-sheets/sheet-009.jpg,4,false,4,4,1,1,31.003209,31.003209,20.978,20.978,0,0,pending,,,,
R00290,G0132,floorNav,超声医学科|||S1|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0132.jpg,all-route-sheets/sheet-009.jpg,4,false,4,4,1,1,31.003209,31.003209,20.978,20.978,0,0,pending,,,,
R00291,G0133,floorNav,超声医学科|||S2|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0133.jpg,all-route-sheets/sheet-009.jpg,5,false,3,3,0,0,17.979756,17.979756,21.0,21.0,0,0,pending,,,,
R00292,G0133,floorNav,超声医学科|||S2|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0133.jpg,all-route-sheets/sheet-009.jpg,5,false,3,3,0,0,17.979756,17.979756,21.0,21.0,0,0,pending,,,,
R00293,G0134,floorNav,超声医学科|||S3|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0134.jpg,all-route-sheets/sheet-009.jpg,6,false,2,2,0,0,17.64516,17.64516,21.0,21.0,0,0,pending,,,,
R00294,G0134,floorNav,超声医学科|||S3|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0134.jpg,all-route-sheets/sheet-009.jpg,6,false,2,2,0,0,17.64516,17.64516,21.0,21.0,0,0,pending,,,,
R00295,G0135,floorNav,超声医学科|||S4|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0135.jpg,all-route-sheets/sheet-009.jpg,7,true,38,11,2,2,32.180664,32.180664,20.375,20.375,0,0,pending,,,,
R00296,G0135,floorNav,超声医学科|||S4|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0135.jpg,all-route-sheets/sheet-009.jpg,7,true,38,11,2,2,32.180664,32.180664,20.375,20.375,0,0,pending,,,,
R00297,G0136,floorNav,超声医学科|||S5|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0136.jpg,all-route-sheets/sheet-009.jpg,8,true,38,9,2,2,33.633893,33.633893,20.375,20.375,0,0,pending,,,,
R00298,G0136,floorNav,超声医学科|||S5|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0136.jpg,all-route-sheets/sheet-009.jpg,8,true,38,9,2,2,33.633893,33.633893,20.375,20.375,0,0,pending,,,,
R00299,G0137,floorNav,超声医学科|||S6|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0137.jpg,all-route-sheets/sheet-009.jpg,9,true,28,16,1,1,72.158064,72.158064,20.375,20.375,0,2,pending,,,,
R00300,G0137,floorNav,超声医学科|||S6|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0137.jpg,all-route-sheets/sheet-009.jpg,9,true,28,16,1,1,72.158064,72.158064,20.375,20.375,0,2,pending,,,,
R00301,G0138,sameFloor,中医馆|||伤口门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0138.jpg,all-route-sheets/sheet-009.jpg,10,false,2,2,0,0,16.630587,16.630587,20.984,20.984,0,0,pending,,,,
R00302,G0139,sameFloor,中医馆|||内科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0139.jpg,all-route-sheets/sheet-009.jpg,11,false,2,2,0,0,38.11258,38.11258,47.0,47.0,0,0,pending,,,,
R00303,G0140,sameFloor,中医馆|||外科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0140.jpg,all-route-sheets/sheet-009.jpg,12,false,2,2,0,0,26.405201,26.405201,47.197,47.197,0,0,pending,,,,
R00304,G0141,sameFloor,中医馆|||多功能科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0141.jpg,all-route-sheets/sheet-009.jpg,13,true,24,13,2,2,84.765272,84.765272,20.575,20.575,0,2,pending,,,,
R00305,G0142,sameFloor,中医馆|||妇科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0142.jpg,all-route-sheets/sheet-009.jpg,14,false,7,7,0,0,22.891378,22.891378,20.375,20.375,0,0,pending,,,,
R00306,G0143,sameFloor,中医馆|||急诊科办公区,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0143.jpg,all-route-sheets/sheet-009.jpg,15,false,12,12,2,2,65.379483,65.379483,20.375,20.375,0,1,pending,,,,
R00307,G0144,sameFloor,中医馆|||检验科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0144.jpg,all-route-sheets/sheet-009.jpg,16,false,14,14,1,1,63.097619,63.097619,20.375,20.375,0,1,pending,,,,
R00308,G0145,sameFloor,中医馆|||计算机机房,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0145.jpg,all-route-sheets/sheet-010.jpg,1,false,13,13,1,1,64.076946,64.076946,20.375,20.375,0,1,pending,,,,
R00309,G0146,sameFloor,中医馆|||超声医学科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0146.jpg,all-route-sheets/sheet-010.jpg,2,true,23,12,3,3,64.785258,64.785258,20.575,20.575,0,2,pending,,,,
R00310,G0138,sameFloor,伤口门诊|||中医馆,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0138.jpg,all-route-sheets/sheet-009.jpg,10,false,2,2,0,0,16.630587,16.630587,20.984,20.984,0,0,pending,,,,
R00311,G0147,sameFloor,伤口门诊|||内科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0147.jpg,all-route-sheets/sheet-010.jpg,3,false,3,3,1,1,21.640538,21.640538,20.984,20.984,0,0,pending,,,,
R00312,G0148,sameFloor,伤口门诊|||外科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0148.jpg,all-route-sheets/sheet-010.jpg,4,false,3,3,1,1,9.956823,9.956823,20.984,20.984,0,0,pending,,,,
R00313,G0149,sameFloor,伤口门诊|||多功能科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0149.jpg,all-route-sheets/sheet-010.jpg,5,true,19,12,2,2,74.288457,74.288457,20.197,20.197,0,0,pending,,,,
R00314,G0150,sameFloor,伤口门诊|||妇科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0150.jpg,all-route-sheets/sheet-010.jpg,6,false,6,6,0,0,20.847733,20.847733,20.375,20.375,0,0,pending,,,,
R00315,G0151,sameFloor,伤口门诊|||急诊科办公区,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0151.jpg,all-route-sheets/sheet-010.jpg,7,false,11,11,3,3,55.914389,55.914389,20.984,20.984,0,0,pending,,,,
R00316,G0152,sameFloor,伤口门诊|||检验科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0152.jpg,all-route-sheets/sheet-010.jpg,8,false,11,11,3,3,53.601284,53.601284,20.984,20.984,0,0,pending,,,,
R00317,G0153,sameFloor,伤口门诊|||计算机机房,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0153.jpg,all-route-sheets/sheet-010.jpg,9,false,10,10,3,3,54.585604,54.585604,20.772,20.772,0,0,pending,,,,
R00318,G0154,sameFloor,伤口门诊|||超声医学科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0154.jpg,all-route-sheets/sheet-010.jpg,10,true,18,11,2,2,54.847877,54.847877,20.375,20.375,0,0,pending,,,,
R00319,G0139,sameFloor,内科门诊|||中医馆,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0139.jpg,all-route-sheets/sheet-009.jpg,11,false,2,2,0,0,38.11258,38.11258,47.0,47.0,0,0,pending,,,,
R00320,G0147,sameFloor,内科门诊|||伤口门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0147.jpg,all-route-sheets/sheet-010.jpg,3,false,3,3,1,1,21.640538,21.640538,20.984,20.984,0,0,pending,,,,
R00321,G0155,sameFloor,内科门诊|||外科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0155.jpg,all-route-sheets/sheet-010.jpg,11,false,2,2,0,0,11.707986,11.707986,47.0,47.0,0,0,pending,,,,
R00322,G0156,sameFloor,内科门诊|||多功能科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0156.jpg,all-route-sheets/sheet-010.jpg,12,false,8,8,1,1,66.008299,66.008299,20.772,20.772,0,0,pending,,,,
R00323,G0157,sameFloor,内科门诊|||妇科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0157.jpg,all-route-sheets/sheet-010.jpg,13,false,10,10,0,0,37.485753,37.485753,20.375,20.375,0,2,pending,,,,
R00324,G0158,sameFloor,内科门诊|||急诊科办公区,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0158.jpg,all-route-sheets/sheet-010.jpg,14,true,27,7,2,2,46.810552,46.810552,20.394,20.394,0,0,pending,,,,
R00325,G0159,sameFloor,内科门诊|||检验科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0159.jpg,all-route-sheets/sheet-010.jpg,15,true,27,7,2,2,44.496939,44.496939,20.394,20.394,0,0,pending,,,,
R00326,G0160,sameFloor,内科门诊|||计算机机房,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0160.jpg,all-route-sheets/sheet-010.jpg,16,true,27,7,2,2,45.493323,45.493323,20.375,20.375,0,0,pending,,,,
R00327,G0161,sameFloor,内科门诊|||超声医学科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0161.jpg,all-route-sheets/sheet-011.jpg,1,true,19,9,2,2,47.250355,47.250355,20.375,20.375,0,0,pending,,,,
R00328,G0140,sameFloor,外科门诊|||中医馆,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0140.jpg,all-route-sheets/sheet-009.jpg,12,false,2,2,0,0,26.405201,26.405201,47.197,47.197,0,0,pending,,,,
R00329,G0148,sameFloor,外科门诊|||伤口门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0148.jpg,all-route-sheets/sheet-010.jpg,4,false,3,3,1,1,9.956823,9.956823,20.984,20.984,0,0,pending,,,,
R00330,G0155,sameFloor,外科门诊|||内科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0155.jpg,all-route-sheets/sheet-010.jpg,11,false,2,2,0,0,11.707986,11.707986,47.0,47.0,0,0,pending,,,,
R00331,G0162,sameFloor,外科门诊|||多功能科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0162.jpg,all-route-sheets/sheet-011.jpg,2,true,19,9,0,0,65.070663,65.070663,20.197,20.197,0,0,pending,,,,
